20,20,1,0,239
20,20,1,1,238
20,20,1,2,240
20,20,1,3,242
20,20,1,4,239
20,20,1,5,230
20,20,1,6,234
20,20,2.0,0,254
20,20,2.0,1,253
20,20,2.0,2,262
20,20,2.0,3,259
20,20,2.0,4,249
20,20,2.0,5,254
20,20,2.0,6,247
20,20,3.0,0,262
20,20,3.0,1,261
20,20,3.0,2,264
20,20,3.0,3,265
20,20,3.0,4,271
20,20,3.0,5,279
20,20,3.0,6,265
20,20,4.0,0,275
20,20,4.0,1,274
20,20,4.0,2,276
20,20,4.0,3,272
20,20,4.0,4,274
20,20,4.0,5,334
20,20,4.0,6,304
20,20,5.0,0,293
20,20,5.0,1,289
20,20,5.0,2,279
20,20,5.0,3,287
20,20,5.0,4,281
20,20,5.0,5,286
20,20,5.0,6,282
20,20,6.0,0,278
20,20,6.0,1,298
20,20,6.0,2,296
20,20,6.0,3,293
20,20,6.0,4,294
20,20,6.0,5,301
20,20,6.0,6,294
20,20,7.0,0,301
20,20,7.0,1,304
20,20,7.0,2,298
20,20,7.0,3,305
20,20,7.0,4,301
20,20,7.0,5,302
20,20,7.0,6,301
20,20,8.0,0,310
20,20,8.0,1,310
20,20,8.0,2,314
20,20,8.0,3,307
20,20,8.0,4,309
20,20,8.0,5,307
20,20,8.0,6,310
20,20,9.0,0,315
20,20,9.0,1,319
20,20,9.0,2,318
20,20,9.0,3,319
20,20,9.0,4,318
20,20,9.0,5,315
20,20,9.0,6,315
20,20,10.0,0,322
20,20,10.0,1,328
20,20,10.0,2,327
20,20,10.0,3,324
20,20,10.0,4,326
20,20,10.0,5,325
20,20,10.0,6,325
20,20,11.0,0,334
20,20,11.0,1,336
20,20,11.0,2,332
20,20,11.0,3,332
20,20,11.0,4,343
20,20,11.0,5,331
20,20,11.0,6,324
20,20,13.0,0,349
20,20,13.0,1,345
20,20,13.0,2,346
20,20,13.0,3,347
20,20,13.0,4,347
20,20,13.0,5,346
20,20,13.0,6,344
20,20,15.0,0,359
20,20,15.0,1,357
20,20,15.0,2,356
20,20,15.0,3,360
20,20,15.0,4,357
20,20,15.0,5,360
20,20,15.0,6,357
20,20,17.0,0,372
20,20,17.0,1,368
20,20,17.0,2,365
20,20,17.0,3,370
20,20,17.0,4,371
20,20,17.0,5,366
20,20,17.0,6,366
20,20,19.0,0,428
20,20,19.0,1,427
20,20,19.0,2,437
20,20,19.0,3,430
20,20,19.0,4,432
20,20,19.0,5,429
20,20,19.0,6,429
20,20,21.0,0,449
20,20,21.0,1,446
20,20,21.0,2,448
20,20,21.0,3,446
20,20,21.0,4,449
20,20,21.0,5,446
20,20,21.0,6,455
20,20,24.0,0,459
20,20,24.0,1,461
20,20,24.0,2,461
20,20,24.0,3,468
20,20,24.0,4,470
20,20,24.0,5,471
20,20,24.0,6,459
20,20,27.0,0,475
20,20,27.0,1,480
20,20,27.0,2,477
20,20,27.0,3,485
20,20,27.0,4,482
20,20,27.0,5,477
20,20,27.0,6,482
20,20,30.0,0,497
20,20,30.0,1,496
20,20,30.0,2,496
20,20,30.0,3,497
20,20,30.0,4,499
20,20,30.0,5,496
20,20,30.0,6,496
20,20,33.0,0,515
20,20,33.0,1,512
20,20,33.0,2,523
20,20,33.0,3,515
20,20,33.0,4,517
20,20,33.0,5,511
20,20,33.0,6,509
20,20,37.0,0,537
20,20,37.0,1,539
20,20,37.0,2,541
20,20,37.0,3,538
20,20,37.0,4,543
20,20,37.0,5,541
20,20,37.0,6,533
20,20,41.0,0,559
20,20,41.0,1,560
20,20,41.0,2,553
20,20,41.0,3,555
20,20,41.0,4,566
20,20,41.0,5,557
20,20,41.0,6,558
20,20,46.0,0,636
20,20,46.0,1,646
20,20,46.0,2,646
20,20,46.0,3,650
20,20,46.0,4,649
20,20,46.0,5,654
20,20,46.0,6,651
20,20,51.0,0,674
20,20,51.0,1,674
20,20,51.0,2,674
20,20,51.0,3,676
20,20,51.0,4,674
20,20,51.0,5,726
20,20,51.0,6,749
20,20,57.0,0,721
20,20,57.0,1,755
20,20,57.0,2,696
20,20,57.0,3,696
20,20,57.0,4,693
20,20,57.0,5,703
20,20,57.0,6,697
20,20,63.0,0,726
20,20,63.0,1,722
20,20,63.0,2,744
20,20,63.0,3,720
20,20,63.0,4,721
20,20,63.0,5,718
20,20,63.0,6,718
20,20,70.0,0,978
20,20,70.0,1,995
20,20,70.0,2,979
20,20,70.0,3,979
20,20,70.0,4,975
20,20,70.0,5,977
20,20,70.0,6,979
20,20,77.0,0,1167
20,20,77.0,1,1175
20,20,77.0,2,1173
20,20,77.0,3,1190
20,20,77.0,4,1175
20,20,77.0,5,1165
20,20,77.0,6,1173
20,20,85.0,0,1255
20,20,85.0,1,1237
20,20,85.0,2,1258
20,20,85.0,3,1249
20,20,85.0,4,1245
20,20,85.0,5,1237
20,20,85.0,6,1239
20,20,94.0,0,1266
20,20,94.0,1,1266
20,20,94.0,2,1257
20,20,94.0,3,1259
20,20,94.0,4,1263
20,20,94.0,5,1261
20,20,94.0,6,1256
20,20,104.0,0,1254
20,20,104.0,1,1269
20,20,104.0,2,1256
20,20,104.0,3,1256
20,20,104.0,4,1255
20,20,104.0,5,1265
20,20,104.0,6,1257
