4.0,7,0,190
4.0,7,1,190
4.0,7,2,191
4.0,7,3,195
4.0,7,4,192
4.0,7,5,191
4.0,7,6,191
4.0,7,7,190
4.0,7,8,191
4.0,7,9,189
5.0,7,0,192
5.0,7,1,192
5.0,7,2,191
5.0,7,3,191
5.0,7,4,191
5.0,7,5,193
5.0,7,6,191
5.0,7,7,192
5.0,7,8,192
5.0,7,9,191
6.0,7,0,193
6.0,7,1,191
6.0,7,2,192
6.0,7,3,191
6.0,7,4,192
6.0,7,5,191
6.0,7,6,191
6.0,7,7,191
6.0,7,8,191
6.0,7,9,191
8.0,7,0,193
8.0,7,1,191
8.0,7,2,193
8.0,7,3,192
8.0,7,4,192
8.0,7,5,193
8.0,7,6,199
8.0,7,7,193
8.0,7,8,193
8.0,7,9,193
10.0,7,0,196
10.0,7,1,195
10.0,7,2,194
10.0,7,3,191
10.0,7,4,196
10.0,7,5,194
10.0,7,6,194
10.0,7,7,197
10.0,7,8,195
10.0,7,9,194
12.0,7,0,196
12.0,7,1,194
12.0,7,2,195
12.0,7,3,196
12.0,7,4,195
12.0,7,5,194
12.0,7,6,196
12.0,7,7,194
12.0,7,8,194
12.0,7,9,195
15.0,7,0,197
15.0,7,1,197
15.0,7,2,197
15.0,7,3,197
15.0,7,4,198
15.0,7,5,198
15.0,7,6,197
15.0,7,7,196
15.0,7,8,197
15.0,7,9,201
18.0,7,0,199
18.0,7,1,198
18.0,7,2,199
18.0,7,3,204
18.0,7,4,198
18.0,7,5,198
18.0,7,6,199
18.0,7,7,199
18.0,7,8,198
18.0,7,9,199
22.0,7,0,202
22.0,7,1,202
22.0,7,2,201
22.0,7,3,201
22.0,7,4,201
22.0,7,5,202
22.0,7,6,202
22.0,7,7,201
22.0,7,8,206
22.0,7,9,202
26.0,7,0,204
26.0,7,1,204
26.0,7,2,204
26.0,7,3,204
26.0,7,4,208
26.0,7,5,202
26.0,7,6,203
26.0,7,7,204
26.0,7,8,205
26.0,7,9,204
31.0,7,0,205
31.0,7,1,207
31.0,7,2,208
31.0,7,3,206
31.0,7,4,206
31.0,7,5,207
31.0,7,6,207
31.0,7,7,206
31.0,7,8,207
31.0,7,9,206
37.0,7,0,210
37.0,7,1,210
37.0,7,2,209
37.0,7,3,209
37.0,7,4,208
37.0,7,5,209
37.0,7,6,208
37.0,7,7,210
37.0,7,8,208
37.0,7,9,209
44.0,7,0,214
44.0,7,1,211
44.0,7,2,211
44.0,7,3,213
44.0,7,4,211
44.0,7,5,219
44.0,7,6,212
44.0,7,7,211
44.0,7,8,212
44.0,7,9,211
52.0,7,0,217
52.0,7,1,215
52.0,7,2,217
52.0,7,3,215
52.0,7,4,216
52.0,7,5,217
52.0,7,6,216
52.0,7,7,217
52.0,7,8,215
52.0,7,9,218
61.0,7,0,221
61.0,7,1,220
61.0,7,2,221
61.0,7,3,219
61.0,7,4,221
61.0,7,5,220
61.0,7,6,221
61.0,7,7,220
61.0,7,8,219
61.0,7,9,222
72.0,7,0,223
72.0,7,1,225
72.0,7,2,225
72.0,7,3,226
72.0,7,4,224
72.0,7,5,224
72.0,7,6,224
72.0,7,7,225
72.0,7,8,224
72.0,7,9,226
85.0,7,0,229
85.0,7,1,233
85.0,7,2,230
85.0,7,3,229
85.0,7,4,233
85.0,7,5,233
85.0,7,6,232
85.0,7,7,235
85.0,7,8,227
85.0,7,9,229
100.0,7,0,233
100.0,7,1,235
100.0,7,2,234
100.0,7,3,235
100.0,7,4,232
100.0,7,5,235
100.0,7,6,243
100.0,7,7,235
100.0,7,8,243
100.0,7,9,244
117.0,7,0,258
117.0,7,1,249
117.0,7,2,241
117.0,7,3,249
117.0,7,4,241
117.0,7,5,254
117.0,7,6,241
117.0,7,7,242
117.0,7,8,249
117.0,7,9,249
137.0,7,0,246
137.0,7,1,247
137.0,7,2,247
137.0,7,3,244
137.0,7,4,245
