260.0,7,8,266
260.0,7,9,275
305.0,7,0,287
305.0,7,1,283
305.0,7,2,285
305.0,7,3,285
305.0,7,4,291
305.0,7,5,288
305.0,7,6,285
305.0,7,7,288
305.0,7,8,283
305.0,7,9,284
357.0,7,0,294
357.0,7,1,301
357.0,7,2,306
357.0,7,3,300
357.0,7,4,296
357.0,7,5,300
357.0,7,6,309
357.0,7,7,298
357.0,7,8,293
357.0,7,9,301
418.0,7,0,309
418.0,7,1,300
418.0,7,2,311
418.0,7,3,308
418.0,7,4,304
418.0,7,5,303
418.0,7,6,305
418.0,7,7,306
418.0,7,8,307
418.0,7,9,314
490.0,7,0,312
490.0,7,1,323
490.0,7,2,310
490.0,7,3,323
490.0,7,4,328
490.0,7,5,318
490.0,7,6,328
490.0,7,7,324
490.0,7,8,317
490.0,7,9,317
574.0,7,0,348
574.0,7,1,346
574.0,7,2,334
574.0,7,3,346
574.0,7,4,341
574.0,7,5,349
574.0,7,6,348
574.0,7,7,348
574.0,7,8,341
574.0,7,9,334
672.0,7,0,352
672.0,7,1,349
672.0,7,2,362
672.0,7,3,369
672.0,7,4,353
672.0,7,5,362
672.0,7,6,368
672.0,7,7,355
672.0,7,8,389
672.0,7,9,350
787.0,7,0,375
787.0,7,1,366
787.0,7,2,372
787.0,7,3,417
787.0,7,4,360
787.0,7,5,360
787.0,7,6,352
787.0,7,7,388
787.0,7,8,415
787.0,7,9,369
921.0,7,0,384
921.0,7,1,385
921.0,7,2,378
921.0,7,3,384
921.0,7,4,396
921.0,7,5,382
921.0,7,6,376
921.0,7,7,391
921.0,7,8,379
921.0,7,9,384
1078.0,7,0,395
1078.0,7,1,399
1078.0,7,2,395
1078.0,7,3,396
1078.0,7,4,414
1078.0,7,5,377
1078.0,7,6,408
1078.0,7,7,390
1078.0,7,8,395
1078.0,7,9,391
1262.0,7,0,423
1262.0,7,1,428
1262.0,7,2,407
1262.0,7,3,408
1262.0,7,4,418
1262.0,7,5,423
1262.0,7,6,406
1262.0,7,7,416
1262.0,7,8,392
1262.0,7,9,423
1477.0,7,0,413
1477.0,7,1,435
1477.0,7,2,425
1477.0,7,3,429
1477.0,7,4,424
1477.0,7,5,433
1477.0,7,6,442
1477.0,7,7,424
1477.0,7,8,435
1477.0,7,9,418
1729.0,7,0,419
1729.0,7,1,437
1729.0,7,2,473
1729.0,7,3,480
1729.0,7,4,456
1729.0,7,5,425
1729.0,7,6,436
1729.0,7,7,446
1729.0,7,8,423
1729.0,7,9,456
2023.0,7,0,452
2023.0,7,1,433
2023.0,7,2,448
2023.0,7,3,481
2023.0,7,4,430
2023.0,7,5,458
2023.0,7,6,444
2023.0,7,7,430
2023.0,7,8,463
2023.0,7,9,453
2367.0,7,0,452
2367.0,7,1,485
2367.0,7,2,451
2367.0,7,3,474
2367.0,7,4,471
2367.0,7,5,453
2367.0,7,6,476
2367.0,7,7,480
2367.0,7,8,485
2367.0,7,9,497
2770.0,7,0,501
2770.0,7,1,475
2770.0,7,2,517
2770.0,7,3,482
2770.0,7,4,510
2770.0,7,5,473
2770.0,7,6,475
2770.0,7,7,490
2770.0,7,8,486
2770.0,7,9,500
3241.0,7,0,512
3241.0,7,1,517
3241.0,7,2,580
3241.0,7,3,545
3241.0,7,4,508
3241.0,7,5,498
3241.0,7,6,510
3241.0,7,7,531
3241.0,7,8,506
3241.0,7,9,502
