4.0,16.0,0,206
4.0,16.0,1,205
4.0,16.0,2,215
4.0,16.0,3,206
4.0,16.0,4,205
4.0,16.0,5,205
4.0,16.0,6,207
4.0,16.0,7,202
4.0,16.0,8,205
4.0,16.0,9,205
5.0,25.0,0,205
5.0,25.0,1,206
5.0,25.0,2,205
5.0,25.0,3,204
5.0,25.0,4,205
5.0,25.0,5,206
5.0,25.0,6,206
5.0,25.0,7,200
5.0,25.0,8,202
5.0,25.0,9,207
6.0,36.0,0,210
6.0,36.0,1,206
6.0,36.0,2,208
6.0,36.0,3,205
6.0,36.0,4,206
6.0,36.0,5,206
6.0,36.0,6,206
6.0,36.0,7,203
6.0,36.0,8,206
6.0,36.0,9,206
8.0,64.0,0,208
8.0,64.0,1,207
8.0,64.0,2,208
8.0,64.0,3,207
8.0,64.0,4,208
8.0,64.0,5,207
8.0,64.0,6,206
8.0,64.0,7,207
8.0,64.0,8,207
8.0,64.0,9,208
10.0,100.0,0,211
10.0,100.0,1,210
10.0,100.0,2,210
10.0,100.0,3,209
10.0,100.0,4,212
10.0,100.0,5,211
10.0,100.0,6,210
10.0,100.0,7,210
10.0,100.0,8,211
10.0,100.0,9,211
12.0,144.0,0,212
12.0,144.0,1,217
12.0,144.0,2,221
12.0,144.0,3,214
12.0,144.0,4,214
12.0,144.0,5,215
12.0,144.0,6,212
12.0,144.0,7,222
12.0,144.0,8,214
12.0,144.0,9,213
15.0,225.0,0,218
15.0,225.0,1,218
15.0,225.0,2,233
15.0,225.0,3,220
15.0,225.0,4,219
15.0,225.0,5,218
15.0,225.0,6,217
15.0,225.0,7,218
15.0,225.0,8,224
15.0,225.0,9,217
18.0,324.0,0,227
18.0,324.0,1,225
18.0,324.0,2,223
18.0,324.0,3,224
18.0,324.0,4,223
18.0,324.0,5,225
18.0,324.0,6,226
18.0,324.0,7,224
18.0,324.0,8,223
18.0,324.0,9,224
22.0,484.0,0,239
22.0,484.0,1,233
22.0,484.0,2,231
22.0,484.0,3,231
22.0,484.0,4,233
22.0,484.0,5,233
22.0,484.0,6,232
22.0,484.0,7,231
22.0,484.0,8,231
22.0,484.0,9,235
26.0,676.0,0,246
26.0,676.0,1,238
26.0,676.0,2,238
26.0,676.0,3,240
26.0,676.0,4,239
26.0,676.0,5,239
26.0,676.0,6,238
26.0,676.0,7,240
26.0,676.0,8,238
26.0,676.0,9,240
